ID,TEXT,EVENT_TYPE,EVENT_GROUP,SENTIMENT_VALENCE,EMOTION,SARCASM,TENSE,CERTAINTY,GENERATED
evt_000092,She got hired at the pharmaceutical company in their research department.,got_hired,employment,0.7,neutral,FALSE,past,1,TRUE
evt_000093,I'm starting at the dental office next week as a hygienist.,got_hired,employment,0.7,neutral,FALSE,future,1,TRUE
evt_000094,They hired me but I have to work with my ex-manager who made my life hell.,got_hired,employment,0.2,frustration,FALSE,past,1,TRUE
evt_000095,My cousin got hired at the food truck and gets to travel around the city.,got_hired,employment,0.8,joy,FALSE,past,1,TRUE
evt_000096,I got hired at the radio station as an intern but it's completely unpaid.,got_hired,employment,0.4,frustration,FALSE,past,1,TRUE
evt_000097,She got hired at the environmental nonprofit and feels like she's making a difference.,got_hired,employment,0.9,joy,FALSE,past,1,TRUE
evt_000098,I think they're going to hire me but I'm worried about the company's financial stability.,got_hired,employment,0.4,anxiety,FALSE,future,0.6,TRUE
evt_000099,He got hired at the wedding planning company and loves creating magical moments.,got_hired,employment,0.9,joy,FALSE,past,1,TRUE
evt_000100,I'm officially hired and ready to start this new chapter of my life.,got_hired,employment,0.85,hope,FALSE,present,1,TRUE
evt_000101,They just called me into HR and terminated my position effective immediately.,got_fired,employment,0.1,shock,FALSE,past,1,TRUE
evt_000102,Finally free from that toxic workplace nightmare!,got_fired,employment,0.8,relief,FALSE,present,1,TRUE
evt_000103,I can't believe after five years of dedication they just let me go like this.,got_fired,employment,0.15,resentment,FALSE,present,1,TRUE
evt_000104,My manager said my performance wasn't meeting expectations and today was my last day.,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000105,"Well this is just perfect, lost my job right before the holidays.",got_fired,employment,0.1,frustration,TRUE,past,1,TRUE
evt_000106,The whole department got eliminated due to budget cuts.,got_fired,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000107,I'm absolutely livid about how they handled my termination.,got_fired,employment,0.05,anger,FALSE,present,1,TRUE
evt_000108,Maybe losing this job will lead to something better for my career.,got_fired,employment,0.6,hope,FALSE,future,0.4,TRUE
evt_000109,I think I might have been fired but the conversation was so confusing.,got_fired,employment,0.25,confusion,FALSE,past,0.6,TRUE
evt_000110,They fired me for something I didn't even do wrong.,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000111,Getting terminated was honestly the best thing that could have happened to me.,got_fired,employment,0.9,gratitude,FALSE,past,1,TRUE
evt_000112,My supervisor walked me out immediately after the termination meeting.,got_fired,employment,0.2,neutral,FALSE,past,1,TRUE
evt_000113,I should have seen the firing coming with all the recent company changes.,got_fired,employment,0.3,guilt,FALSE,past,0.8,TRUE
evt_000114,How am I going to tell my family that I lost my job today?,got_fired,employment,0.15,anxiety,FALSE,future,1,TRUE
evt_000115,The company's downsizing affected my entire team unfortunately.,got_fired,employment,0.25,sadness,FALSE,past,1,TRUE
evt_000116,Thirty years with this company and they just threw me away like garbage.,got_fired,employment,0.05,disgust,FALSE,past,1,TRUE
evt_000117,At least now I can pursue my passion project full time.,got_fired,employment,0.75,joy,FALSE,present,1,TRUE
evt_000118,"They said it was a restructuring decision, not performance related.",got_fired,employment,0.4,neutral,FALSE,past,0.9,TRUE
evt_000119,I feel so ashamed having to explain to everyone why I'm unemployed now.,got_fired,employment,0.1,shame,FALSE,present,1,TRUE
evt_000120,Losing my job has opened up so many new possibilities I never considered.,got_fired,employment,0.7,hope,FALSE,past,1,TRUE
evt_000121,My coworker just texted me that they fired me while I was on vacation.,got_fired,employment,0.05,shock,FALSE,past,1,TRUE
evt_000122,I'm scared about how I'll pay rent without my income.,got_fired,employment,0.1,fear,FALSE,present,1,TRUE
evt_000123,The firing was completely unjustified and I'm furious about it.,got_fired,employment,0.05,anger,FALSE,past,1,TRUE
evt_000124,Thank goodness I don't have to deal with that horrible boss anymore.,got_fired,employment,0.8,gratitude,FALSE,present,1,TRUE
evt_000125,I'm not entirely sure if what happened today counts as being fired.,got_fired,employment,0.4,confusion,FALSE,past,0.3,TRUE
evt_000126,Got canned today but honestly I was planning to quit anyway.,got_fired,employment,0.6,relief,FALSE,past,1,TRUE
evt_000127,My daughter just called crying because she lost her first real job.,got_fired,employment,0.15,sadness,FALSE,past,1,TRUE
evt_000128,Being terminated for budget reasons feels less personal than performance issues.,got_fired,employment,0.35,neutral,FALSE,present,0.8,TRUE
evt_000129,I'm actually proud that I stood up for my principles even though it cost me my job.,got_fired,employment,0.7,pride,FALSE,present,1,TRUE
evt_000130,The layoffs hit our office and I was unfortunately one of the casualties.,got_fired,employment,0.25,sadness,FALSE,past,1,TRUE
evt_000131,They terminated my contract without any prior warning or explanation.,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000132,"What a fantastic way to end the week, getting fired on Friday afternoon!",got_fired,employment,0.1,anger,TRUE,past,1,TRUE
evt_000133,I think they might let me go next week based on the recent meetings.,got_fired,employment,0.2,anxiety,FALSE,future,0.5,TRUE
evt_000134,Lost my position when the startup ran out of funding.,got_fired,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000135,Being unemployed again is bringing back all my old insecurities.,got_fired,employment,0.15,fear,FALSE,present,1,TRUE
evt_000136,They gave me a generous severance package along with the termination notice.,got_fired,employment,0.5,relief,FALSE,past,1,TRUE
evt_000137,My husband was let go today after the company merger.,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000138,I feel guilty for being relieved that this nightmare job is finally over.,got_fired,employment,0.4,guilt,FALSE,present,1,TRUE
evt_000139,The whole firing process was handled so unprofessionally it makes me sick.,got_fired,employment,0.05,disgust,FALSE,present,1,TRUE
evt_000140,Celebrating my freedom from corporate slavery tonight!,got_fired,employment,0.9,joy,FALSE,present,1,TRUE
evt_000141,They're probably going to fire me tomorrow based on what I heard.,got_fired,employment,0.15,fear,FALSE,future,0.7,TRUE
evt_000142,Security escorted me out after they terminated my employment this morning.,got_fired,employment,0.1,shock,FALSE,past,1,TRUE
evt_000143,I'm so angry about the way they blindsided me with this termination.,got_fired,employment,0.05,anger,FALSE,present,1,TRUE
evt_000144,Now I can finally spend more time with my kids without work stress.,got_fired,employment,0.8,joy,FALSE,present,1,TRUE
evt_000145,The termination letter cited attendance issues but I was dealing with family emergencies.,got_fired,employment,0.2,frustration,FALSE,past,1,TRUE
evt_000146,My friend just got fired and I don't know how to comfort them.,got_fired,employment,0.25,confusion,FALSE,past,1,TRUE
evt_000147,Being fired feels like a personal failure even though it was company wide cuts.,got_fired,employment,0.2,shame,FALSE,present,0.8,TRUE
evt_000148,The timing couldn't be worse with my mortgage payment due next week.,got_fired,employment,0.05,anxiety,FALSE,present,1,TRUE
evt_000149,Maybe getting terminated will force me to finally start my own business.,got_fired,employment,0.6,hope,FALSE,future,0.4,TRUE
evt_000150,They fired half the marketing team including me yesterday.,got_fired,employment,0.25,neutral,FALSE,past,1,TRUE
evt_000151,I can't stop crying about losing the job I worked so hard to get.,got_fired,employment,0.1,sadness,FALSE,present,1,TRUE
evt_000152,Absolutely thrilled to be done with that toxic work environment.,got_fired,employment,0.95,joy,FALSE,present,1,TRUE
evt_000153,They might terminate me if this project doesn't go well.,got_fired,employment,0.2,anxiety,FALSE,future,0.4,TRUE
evt_000154,The sudden termination has left me completely confused about what went wrong.,got_fired,employment,0.2,confusion,FALSE,past,1,TRUE
evt_000155,I deserved to be fired for the mistakes I made on that project.,got_fired,employment,0.3,guilt,FALSE,past,0.9,TRUE
evt_000156,Getting laid off might actually be the push I needed to change careers.,got_fired,employment,0.65,hope,FALSE,future,0.6,TRUE
evt_000157,My boss called me incompetent before firing me in front of everyone.,got_fired,employment,0.05,anger,FALSE,past,1,TRUE
evt_000158,The company eliminated my position due to automation taking over.,got_fired,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000159,I'm terrified about finding another job at my age after being terminated.,got_fired,employment,0.1,fear,FALSE,present,1,TRUE
evt_000160,So grateful that losing this job led me to discover my true calling.,got_fired,employment,0.9,gratitude,FALSE,past,1,TRUE
evt_000161,They accused me of violating policy but I never received any policy documents.,got_fired,employment,0.15,frustration,FALSE,past,1,TRUE
evt_000162,My termination came as a complete shock during what I thought was a routine meeting.,got_fired,employment,0.1,shock,FALSE,past,1,TRUE
evt_000163,I hate that I have to start job hunting all over again.,got_fired,employment,0.1,resentment,FALSE,present,1,TRUE
evt_000164,Being fired for the first time in my career is absolutely devastating.,got_fired,employment,0.05,sadness,FALSE,present,1,TRUE
evt_000165,The company restructuring resulted in my position being eliminated effective immediately.,got_fired,employment,0.25,neutral,FALSE,past,1,TRUE
evt_000166,I'm worried sick about how to break the news to my spouse.,got_fired,employment,0.1,anxiety,FALSE,present,1,TRUE
evt_000167,Thank you termination for freeing me from that soul crushing cubicle!,got_fired,employment,0.85,gratitude,FALSE,past,1,TRUE
evt_000168,I still don't understand exactly why they decided to let me go.,got_fired,employment,0.3,confusion,FALSE,present,0.2,TRUE
evt_000169,Getting fired right before my performance review seems awfully suspicious.,got_fired,employment,0.15,resentment,FALSE,past,0.8,TRUE
evt_000170,I'm actually excited to see what opportunities this termination might bring.,got_fired,employment,0.8,joy,FALSE,present,1,TRUE
evt_000171,They terminated me for speaking up about workplace safety issues.,got_fired,employment,0.6,pride,FALSE,past,1,TRUE
evt_000172,The whole office was shocked when they fired me without any warning.,got_fired,employment,0.15,shock,FALSE,past,1,TRUE
evt_000173,I should have quit before they had the chance to fire me.,got_fired,employment,0.25,guilt,FALSE,past,0.7,TRUE
evt_000174,"Oh wonderful, another rejection email and now I'm unemployed too.",got_fired,employment,0.05,frustration,TRUE,present,1,TRUE
evt_000175,Being let go from my dream job has completely crushed my spirit.,got_fired,employment,0.05,sadness,FALSE,past,1,TRUE
evt_000176,They will probably terminate my contract when it expires next month.,got_fired,employment,0.2,fear,FALSE,future,0.6,TRUE
evt_000177,I'm relieved the stress of that awful job is finally behind me.,got_fired,employment,0.75,relief,FALSE,present,1,TRUE
evt_000178,The firing happened so fast I'm still processing what actually occurred.,got_fired,employment,0.3,confusion,FALSE,present,0.5,TRUE
evt_000179,My teenage son was fired from his first job for being late too often.,got_fired,employment,0.3,guilt,FALSE,past,1,TRUE
evt_000180,Losing my job means I can finally take that extended trip to Europe.,got_fired,employment,0.8,joy,FALSE,present,1,TRUE
evt_000181,They terminated me for refusing to work unpaid overtime every weekend.,got_fired,employment,0.7,pride,FALSE,past,1,TRUE
evt_000182,The way they handled my firing was completely unprofessional and disgusting.,got_fired,employment,0.05,disgust,FALSE,past,1,TRUE
evt_000183,I keep replaying the termination meeting wondering what I could have done differently.,got_fired,employment,0.2,guilt,FALSE,present,1,TRUE
evt_000184,Being unemployed again is making me question my entire career path.,got_fired,employment,0.25,confusion,FALSE,present,0.8,TRUE
evt_000185,The termination was mutual after I voiced concerns about company ethics.,got_fired,employment,0.5,relief,FALSE,past,1,TRUE
evt_000186,They will likely fire me when they find out about my side business.,got_fired,employment,0.2,anxiety,FALSE,future,0.7,TRUE
evt_000187,Getting fired has made me realize how much I actually hated that place.,got_fired,employment,0.7,relief,FALSE,past,1,TRUE
evt_000188,I'm furious that they blamed me for the team's collective failures.,got_fired,employment,0.05,anger,FALSE,present,1,TRUE
evt_000189,My wife got terminated today and we're both still in shock.,got_fired,employment,0.15,shock,FALSE,past,1,TRUE
evt_000190,I'm honestly hopeful that this forced career change will work out better.,got_fired,employment,0.7,hope,FALSE,present,0.6,TRUE
evt_000191,They terminated me right after I returned from medical leave.,got_fired,employment,0.1,disgust,FALSE,past,1,TRUE
evt_000192,I feel like such a failure for losing another job this year.,got_fired,employment,0.1,shame,FALSE,present,1,TRUE
evt_000193,The firing was probably inevitable given the company's financial troubles.,got_fired,employment,0.4,neutral,FALSE,past,0.8,TRUE
evt_000194,I'm scared about paying my student loans without a steady income.,got_fired,employment,0.1,fear,FALSE,present,1,TRUE
evt_000195,Being terminated has given me the motivation to finally pursue my passion.,got_fired,employment,0.8,hope,FALSE,past,1,TRUE
evt_000196,They fired me via email which feels incredibly disrespectful.,got_fired,employment,0.1,resentment,FALSE,past,1,TRUE
evt_000197,I should probably update my resume since I lost my position yesterday.,got_fired,employment,0.35,neutral,FALSE,past,1,TRUE
evt_000198,Getting terminated for attendance when I was caring for my sick mother makes me livid.,got_fired,employment,0.05,anger,FALSE,past,1,TRUE
evt_000199,I'm genuinely grateful that being fired led to finding my current amazing job.,got_fired,employment,0.95,gratitude,FALSE,past,1,TRUE
evt_000200,The sudden termination has left me feeling completely lost about my future.,got_fired,employment,0.15,confusion,FALSE,past,1,TRUE
evt_000201,I can't believe they just called me into HR and told me my position was eliminated.,got_laid_off,employment,0.1,shock,FALSE,past,1,TRUE
evt_000202,"Well, looks like I'm joining the unemployment club as of today.",got_laid_off,employment,0.3,frustration,TRUE,present,1,TRUE
evt_000203,"After fifteen years with the company, they said budget cuts meant letting me go.",got_laid_off,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000204,"Honestly, getting laid off might be the push I needed to finally start my own business.",got_laid_off,employment,0.7,hope,FALSE,past,0.8,TRUE
evt_000205,My manager pulled me aside this morning and said today would be my last day.,got_laid_off,employment,0.2,neutral,FALSE,past,1,TRUE
evt_000206,I'm furious that they waited until Friday afternoon to tell me I was being let go.,got_laid_off,employment,0.1,anger,FALSE,past,1,TRUE
evt_000207,"The whole department got eliminated, so at least I wasn't singled out.",got_laid_off,employment,0.4,relief,FALSE,past,1,TRUE
evt_000208,How am I supposed to tell my kids that daddy lost his job right before Christmas?,got_laid_off,employment,0.1,fear,FALSE,past,1,TRUE
evt_000209,Thank goodness I saw the layoffs coming and already updated my resume.,got_laid_off,employment,0.6,relief,FALSE,past,1,TRUE
evt_000210,They gave me a severance package that will cover me for three months.,got_laid_off,employment,0.5,neutral,FALSE,past,1,TRUE
evt_000211,I should have known something was up when they started those mandatory efficiency meetings.,got_laid_off,employment,0.3,resentment,FALSE,past,0.9,TRUE
evt_000212,Getting laid off after twenty years feels like a complete betrayal.,got_laid_off,employment,0.1,anger,FALSE,present,1,TRUE
evt_000213,The company said restructuring meant my role was no longer needed.,got_laid_off,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000214,Maybe losing this terrible job is actually a blessing in disguise.,got_laid_off,employment,0.7,hope,FALSE,present,0.6,TRUE
evt_000215,They escorted me out like I was some kind of criminal instead of a loyal employee.,got_laid_off,employment,0.1,disgust,FALSE,past,1,TRUE
evt_000216,"I'm grateful for the experience I gained, even though being let go stings.",got_laid_off,employment,0.5,gratitude,FALSE,present,1,TRUE
evt_000217,My wife cried when I told her I got laid off this afternoon.,got_laid_off,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000218,At least I don't have to pretend to care about those pointless quarterly reports anymore!,got_laid_off,employment,0.6,relief,TRUE,present,1,TRUE
evt_000219,Being laid off makes me question everything I thought I knew about job security.,got_laid_off,employment,0.3,confusion,FALSE,present,1,TRUE
evt_000220,The HR lady couldn't even look me in the eye when she delivered the news.,got_laid_off,employment,0.2,resentment,FALSE,past,1,TRUE
evt_000221,I'm terrified about how I'll pay my mortgage now that I'm unemployed.,got_laid_off,employment,0.1,fear,FALSE,present,1,TRUE
evt_000222,They laid off half the engineering team due to the merger.,got_laid_off,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000223,I feel guilty for being relieved that I finally have an excuse to leave this toxic workplace.,got_laid_off,employment,0.4,guilt,FALSE,present,0.8,TRUE
evt_000224,My colleague just texted me that she got laid off too.,got_laid_off,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000225,Losing my job right after buying a house feels like the worst possible timing.,got_laid_off,employment,0.1,frustration,FALSE,present,1,TRUE
evt_000226,"Great, now I get to explain to my parents why I'm moving back home at thirty-five.",got_laid_off,employment,0.2,shame,TRUE,present,1,TRUE
evt_000227,The startup ran out of funding and had to let everyone go.,got_laid_off,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000228,I'm proud that I handled getting laid off with more grace than I expected.,got_laid_off,employment,0.7,pride,FALSE,present,1,TRUE
evt_000229,Two weeks before my wedding and they decide to eliminate my position.,got_laid_off,employment,0.1,anger,FALSE,present,1,TRUE
evt_000230,Getting laid off from my first job out of college has me completely lost.,got_laid_off,employment,0.2,confusion,FALSE,present,1,TRUE
evt_000231,"They said the layoffs were performance-based, but I know it was just cost cutting.",got_laid_off,employment,0.2,resentment,FALSE,past,0.9,TRUE
evt_000232,I'm anxious about finding another job in this market after being laid off.,got_laid_off,employment,0.2,anxiety,FALSE,present,1,TRUE
evt_000233,Apparently being a top performer doesn't protect you from budget cuts.,got_laid_off,employment,0.2,frustration,TRUE,present,1,TRUE
evt_000234,My heart is racing and I can't think straight after hearing I'm being let go.,got_laid_off,employment,0.1,shock,FALSE,present,1,TRUE
evt_000235,The irony is that I was planning to quit next month anyway.,got_laid_off,employment,0.6,joy,FALSE,past,1,TRUE
